age,job,contact,duration,y
39.0,services,telephone,274.0,0
39.0,self-employed,telephone,179.0,0
30.0,admin.,cellular,178.0,0
55.0,blue-collar,cellular,278.0,0
40.0,entrepreneur,cellular,238.0,0
36.0,services,telephone,427.0,0
29.0,blue-collar,cellular,249.0,0
40.0,blue-collar,cellular,106.0,0
31.0,admin.,cellular,174.0,1
34.0,services,telephone,9.0,0
29.0,blue-collar,cellular,136.0,0
42.0,admin.,cellular,174.0,0
27.0,housemaid,cellular,194.0,0
59.0,technician,cellular,571.0,0
41.0,services,telephone,157.0,0
25.0,student,cellular,371.0,1
27.0,services,telephone,323.0,0
29.0,blue-collar,cellular,173.0,0
50.0,admin.,cellular,64.0,0
31.0,services,cellular,10.0,0
40.0,admin.,cellular,73.0,0
30.0,blue-collar,telephone,578.0,0
36.0,admin.,telephone,335.0,0
33.0,self-employed,cellular,84.0,0
33.0,admin.,cellular,295.0,0
44.0,blue-collar,telephone,576.0,1
32.0,services,telephone,23.0,0
33.0,unemployed,cellular,579.0,1
56.0,technician,cellular,81.0,0
28.0,technician,cellular,444.0,0
55.0,admin.,cellular,80.0,0
37.0,self-employed,cellular,277.0,0
20.0,student,cellular,202.0,1
44.0,technician,telephone,203.0,0
45.0,blue-collar,telephone,365.0,0
51.0,blue-collar,telephone,76.0,0
50.0,blue-collar,cellular,79.0,0
48.0,services,cellular,135.0,0
34.0,technician,telephone,296.0,0
48.0,technician,cellular,214.0,0
37.0,technician,cellular,599.0,0
35.0,technician,telephone,150.0,0
29.0,services,telephone,116.0,0
19.0,student,cellular,106.0,0
30.0,admin.,telephone,83.0,0
30.0,admin.,cellular,48.0,0
32.0,technician,cellular,146.0,0
32.0,services,cellular,186.0,0
36.0,admin.,cellular,274.0,0
45.0,admin.,cellular,507.0,1
34.0,blue-collar,telephone,78.0,0
59.0,management,telephone,340.0,1
46.0,admin.,cellular,55.0,0
45.0,blue-collar,cellular,131.0,0
31.0,admin.,cellular,113.0,0
28.0,technician,cellular,142.0,0
32.0,technician,cellular,186.0,0
53.0,services,cellular,347.0,0
33.0,technician,cellular,221.0,0
44.0,blue-collar,telephone,239.0,0
45.0,blue-collar,cellular,90.0,0
35.0,admin.,cellular,64.0,0
54.0,technician,telephone,294.0,0
46.0,self-employed,telephone,99.0,0
32.0,admin.,cellular,908.0,1
50.0,technician,cellular,179.0,0
37.0,self-employed,telephone,179.0,0
32.0,technician,cellular,137.0,0
36.0,blue-collar,cellular,99.0,0
33.0,blue-collar,telephone,339.0,0
33.0,admin.,cellular,2516.0,1
52.0,admin.,telephone,272.0,0
24.0,admin.,telephone,128.0,0
49.0,management,cellular,604.0,0
30.0,blue-collar,cellular,273.0,0
44.0,admin.,cellular,240.0,0
34.0,technician,cellular,436.0,0
35.0,blue-collar,cellular,105.0,0
35.0,services,cellular,55.0,0
46.0,blue-collar,telephone,117.0,0
32.0,admin.,cellular,157.0,0
38.0,admin.,telephone,213.0,0
29.0,blue-collar,telephone,242.0,0
44.0,management,telephone,73.0,0
33.0,entrepreneur,cellular,157.0,0
31.0,unemployed,cellular,184.0,0
35.0,admin.,telephone,111.0,1
24.0,blue-collar,cellular,62.0,0
32.0,admin.,cellular,142.0,0
35.0,blue-collar,telephone,7.0,0
41.0,self-employed,telephone,174.0,0
35.0,admin.,telephone,1080.0,0
38.0,technician,telephone,447.0,0
39.0,management,cellular,105.0,0
53.0,entrepreneur,cellular,212.0,0
55.0,retired,cellular,532.0,0
51.0,entrepreneur,cellular,133.0,0
60.0,retired,telephone,188.0,0
56.0,housemaid,cellular,121.0,0
45.0,admin.,cellular,177.0,0
52.0,admin.,cellular,506.0,1
28.0,blue-collar,cellular,718.0,0
41.0,self-employed,cellular,97.0,0
33.0,admin.,cellular,110.0,0
30.0,blue-collar,cellular,44.0,0
27.0,blue-collar,cellular,99.0,0
38.0,services,cellular,47.0,0
32.0,blue-collar,cellular,66.0,0
51.0,admin.,telephone,169.0,0
41.0,technician,cellular,140.0,0
48.0,entrepreneur,cellular,316.0,1
44.0,admin.,telephone,25.0,0
59.0,housemaid,cellular,69.0,0
26.0,student,cellular,255.0,0
50.0,admin.,cellular,160.0,0
33.0,admin.,cellular,308.0,0
40.0,technician,cellular,122.0,0
26.0,unknown,telephone,524.0,1
30.0,admin.,cellular,29.0,0
47.0,technician,cellular,828.0,0
32.0,technician,cellular,473.0,1
29.0,management,telephone,99.0,0
39.0,admin.,telephone,433.0,0
48.0,admin.,telephone,65.0,0
32.0,admin.,cellular,290.0,0
23.0,admin.,cellular,141.0,0
29.0,blue-collar,cellular,167.0,0
52.0,blue-collar,cellular,139.0,0
49.0,blue-collar,cellular,52.0,0
26.0,blue-collar,cellular,366.0,0
67.0,retired,cellular,186.0,1
42.0,admin.,telephone,205.0,0
28.0,student,cellular,102.0,0
28.0,blue-collar,telephone,254.0,0
34.0,technician,cellular,168.0,0
53.0,admin.,cellular,184.0,0
51.0,unemployed,telephone,204.0,0
52.0,housemaid,cellular,91.0,0
35.0,entrepreneur,telephone,295.0,0
41.0,admin.,telephone,412.0,0
43.0,blue-collar,telephone,323.0,0
42.0,admin.,cellular,110.0,0
47.0,services,telephone,108.0,0
55.0,technician,telephone,555.0,1
41.0,blue-collar,telephone,16.0,0
40.0,admin.,cellular,119.0,0
28.0,services,cellular,98.0,0
40.0,admin.,cellular,1156.0,0
35.0,management,cellular,9.0,0
53.0,entrepreneur,telephone,199.0,0
53.0,management,cellular,368.0,1
59.0,admin.,cellular,264.0,0
57.0,retired,cellular,73.0,0
36.0,blue-collar,cellular,864.0,1
31.0,self-employed,cellular,187.0,0
56.0,management,telephone,70.0,0
45.0,admin.,cellular,587.0,1
45.0,services,cellular,157.0,0
37.0,admin.,cellular,191.0,0
58.0,blue-collar,cellular,190.0,0
44.0,technician,cellular,236.0,0
55.0,management,cellular,101.0,0
52.0,blue-collar,telephone,140.0,0
28.0,blue-collar,telephone,140.0,0
36.0,services,telephone,201.0,0
29.0,admin.,cellular,63.0,0
44.0,management,telephone,245.0,0
37.0,admin.,cellular,461.0,0
38.0,blue-collar,telephone,450.0,1
31.0,management,telephone,101.0,0
58.0,retired,telephone,124.0,0
36.0,blue-collar,telephone,230.0,0
49.0,technician,cellular,820.0,1
29.0,admin.,telephone,1055.0,1
36.0,blue-collar,telephone,161.0,0
32.0,admin.,cellular,275.0,0
44.0,admin.,cellular,125.0,0
54.0,housemaid,telephone,129.0,0
41.0,blue-collar,telephone,112.0,0
25.0,admin.,cellular,449.0,1
33.0,unemployed,cellular,109.0,0
51.0,admin.,telephone,87.0,0
29.0,technician,cellular,150.0,1
45.0,management,cellular,88.0,0
27.0,admin.,cellular,606.0,0
40.0,admin.,telephone,299.0,0
31.0,services,telephone,61.0,0
41.0,technician,cellular,68.0,0
53.0,admin.,cellular,158.0,0
49.0,blue-collar,cellular,383.0,0
47.0,entrepreneur,cellular,197.0,0
47.0,admin.,telephone,11.0,0
46.0,blue-collar,telephone,111.0,0
35.0,technician,cellular,65.0,0
40.0,admin.,cellular,17.0,0
47.0,technician,cellular,30.0,0
30.0,admin.,cellular,193.0,0
53.0,admin.,telephone,208.0,0
65.0,housemaid,cellular,253.0,0
30.0,blue-collar,telephone,544.0,0
35.0,blue-collar,telephone,106.0,0
30.0,technician,cellular,76.0,0
55.0,retired,cellular,113.0,0
29.0,entrepreneur,cellular,125.0,0
31.0,admin.,cellular,292.0,0
35.0,unemployed,telephone,84.0,0
74.0,retired,cellular,472.0,0
35.0,admin.,cellular,378.0,1
44.0,entrepreneur,telephone,28.0,0
31.0,blue-collar,cellular,69.0,0
35.0,admin.,cellular,39.0,0
31.0,management,cellular,715.0,0
37.0,blue-collar,telephone,195.0,0
48.0,entrepreneur,cellular,83.0,0
51.0,technician,cellular,278.0,0
37.0,blue-collar,cellular,345.0,0
33.0,management,cellular,427.0,0
59.0,technician,telephone,386.0,0
54.0,services,cellular,95.0,0
37.0,admin.,telephone,62.0,0
32.0,blue-collar,cellular,265.0,0
41.0,self-employed,telephone,165.0,0
45.0,admin.,cellular,1293.0,1
33.0,admin.,cellular,124.0,0
38.0,technician,cellular,119.0,0
52.0,admin.,cellular,469.0,0
46.0,entrepreneur,cellular,65.0,0
51.0,technician,telephone,246.0,0
36.0,technician,cellular,92.0,0
35.0,blue-collar,telephone,170.0,0
51.0,admin.,telephone,464.0,0
50.0,technician,telephone,64.0,0
32.0,services,telephone,249.0,0
42.0,technician,telephone,100.0,0
37.0,admin.,cellular,135.0,1
32.0,blue-collar,telephone,244.0,0
34.0,management,cellular,158.0,0
34.0,admin.,cellular,915.0,1
33.0,blue-collar,cellular,296.0,0
38.0,blue-collar,cellular,458.0,0
57.0,self-employed,telephone,221.0,0
29.0,admin.,cellular,480.0,1
31.0,entrepreneur,telephone,1120.0,1
34.0,services,telephone,29.0,0
31.0,services,cellular,734.0,1
35.0,blue-collar,telephone,26.0,0
54.0,technician,telephone,207.0,0
38.0,technician,cellular,142.0,0
49.0,management,cellular,139.0,0
37.0,admin.,telephone,155.0,0
32.0,admin.,telephone,180.0,0
33.0,admin.,telephone,80.0,0
41.0,technician,cellular,173.0,0
46.0,blue-collar,telephone,265.0,0
38.0,blue-collar,telephone,189.0,0
34.0,blue-collar,cellular,238.0,0
47.0,admin.,cellular,204.0,0
51.0,management,telephone,1156.0,1
30.0,technician,cellular,303.0,0
32.0,technician,cellular,152.0,0
57.0,admin.,cellular,164.0,0
35.0,admin.,cellular,794.0,1
38.0,admin.,cellular,191.0,0
47.0,unemployed,cellular,100.0,0
34.0,admin.,telephone,973.0,0
32.0,housemaid,cellular,279.0,0
52.0,housemaid,cellular,137.0,0
37.0,blue-collar,telephone,34.0,0
37.0,technician,telephone,255.0,0
43.0,management,cellular,75.0,0
29.0,admin.,cellular,333.0,0
35.0,blue-collar,cellular,48.0,0
33.0,services,telephone,25.0,0
46.0,technician,telephone,128.0,0
32.0,management,cellular,159.0,0
77.0,management,cellular,84.0,0
38.0,blue-collar,telephone,1045.0,1
57.0,admin.,cellular,101.0,0
36.0,blue-collar,telephone,36.0,0
51.0,admin.,cellular,236.0,1
60.0,retired,cellular,368.0,0
33.0,self-employed,cellular,263.0,0
45.0,management,cellular,110.0,0
33.0,admin.,cellular,255.0,0
38.0,technician,telephone,125.0,0
32.0,blue-collar,cellular,144.0,0
37.0,admin.,cellular,617.0,0
45.0,blue-collar,telephone,943.0,1
30.0,blue-collar,cellular,193.0,0
23.0,blue-collar,cellular,259.0,0
47.0,management,telephone,302.0,0
45.0,blue-collar,telephone,243.0,0
50.0,technician,telephone,485.0,0
36.0,technician,cellular,90.0,0
32.0,blue-collar,cellular,91.0,0
38.0,technician,cellular,134.0,0
38.0,admin.,cellular,141.0,0
35.0,blue-collar,telephone,44.0,0
48.0,technician,cellular,173.0,0
23.0,blue-collar,telephone,83.0,0
46.0,unemployed,cellular,98.0,0
27.0,admin.,telephone,582.0,0
35.0,admin.,cellular,88.0,0
27.0,admin.,cellular,166.0,0
50.0,retired,cellular,691.0,1
35.0,blue-collar,telephone,130.0,0
70.0,retired,cellular,167.0,1
38.0,blue-collar,cellular,406.0,0
22.0,student,cellular,312.0,0
30.0,admin.,telephone,874.0,1
45.0,technician,telephone,222.0,0
35.0,admin.,cellular,768.0,1
56.0,retired,cellular,331.0,0
30.0,admin.,cellular,233.0,0
37.0,admin.,cellular,87.0,0
43.0,technician,cellular,24.0,0
64.0,retired,cellular,294.0,0
34.0,admin.,cellular,548.0,1
31.0,unemployed,cellular,71.0,0
29.0,admin.,cellular,97.0,0
33.0,housemaid,cellular,172.0,0
51.0,blue-collar,cellular,601.0,1
24.0,technician,telephone,140.0,0
42.0,management,cellular,1106.0,1
64.0,retired,cellular,79.0,0
64.0,retired,cellular,301.0,1
33.0,services,telephone,425.0,0
37.0,technician,cellular,187.0,1
24.0,services,cellular,53.0,0
32.0,blue-collar,telephone,71.0,0
44.0,technician,cellular,104.0,0
58.0,admin.,cellular,65.0,0
31.0,housemaid,cellular,348.0,0
49.0,housemaid,telephone,190.0,0
33.0,blue-collar,telephone,155.0,0
29.0,admin.,cellular,368.0,0
35.0,technician,telephone,209.0,0
58.0,management,cellular,142.0,0
39.0,technician,cellular,42.0,0
35.0,technician,cellular,91.0,0
29.0,blue-collar,cellular,54.0,0
43.0,admin.,cellular,209.0,0
49.0,blue-collar,telephone,222.0,0
57.0,management,telephone,111.0,0
29.0,management,cellular,135.0,0
55.0,management,telephone,368.0,0
33.0,admin.,telephone,179.0,0
55.0,management,cellular,87.0,0
29.0,technician,cellular,648.0,0
24.0,admin.,cellular,797.0,0
41.0,admin.,cellular,98.0,0
32.0,blue-collar,telephone,83.0,0
34.0,services,cellular,317.0,0
50.0,self-employed,cellular,106.0,0
29.0,self-employed,telephone,238.0,0
34.0,technician,telephone,376.0,1
39.0,services,telephone,32.0,0
35.0,technician,cellular,55.0,0
43.0,blue-collar,telephone,169.0,0
42.0,services,telephone,55.0,0
34.0,admin.,cellular,191.0,0
47.0,management,cellular,352.0,0
50.0,management,cellular,165.0,0
34.0,technician,cellular,162.0,0
34.0,student,cellular,180.0,0
30.0,admin.,telephone,162.0,0
30.0,admin.,cellular,308.0,0
35.0,blue-collar,telephone,64.0,0
36.0,services,telephone,318.0,0
57.0,blue-collar,cellular,579.0,0
60.0,management,telephone,225.0,0
50.0,admin.,cellular,315.0,0
47.0,admin.,cellular,1114.0,0
29.0,technician,cellular,150.0,0
43.0,blue-collar,telephone,287.0,0
27.0,technician,cellular,634.0,0
26.0,admin.,cellular,544.0,0
59.0,admin.,telephone,285.0,0
57.0,retired,telephone,96.0,0
25.0,services,telephone,350.0,0
33.0,admin.,cellular,167.0,0
36.0,management,cellular,99.0,0
53.0,housemaid,cellular,129.0,0
33.0,blue-collar,telephone,18.0,0
47.0,services,cellular,334.0,0
37.0,management,cellular,115.0,0
49.0,housemaid,cellular,583.0,1
38.0,technician,cellular,159.0,0
30.0,technician,cellular,137.0,1
33.0,admin.,cellular,254.0,0
28.0,technician,cellular,240.0,0
34.0,blue-collar,telephone,1009.0,0
58.0,self-employed,cellular,1092.0,0
48.0,management,telephone,236.0,0
59.0,retired,cellular,92.0,0
46.0,entrepreneur,cellular,148.0,0
31.0,admin.,cellular,122.0,0
32.0,blue-collar,telephone,296.0,0
60.0,services,telephone,333.0,0
35.0,blue-collar,telephone,76.0,0
32.0,admin.,cellular,147.0,0
43.0,technician,cellular,180.0,0
42.0,management,telephone,168.0,0
24.0,technician,cellular,170.0,0
35.0,services,cellular,188.0,0
31.0,technician,cellular,231.0,0
31.0,blue-collar,cellular,17.0,0
43.0,blue-collar,cellular,254.0,0
46.0,management,cellular,83.0,0
37.0,retired,cellular,378.0,0
34.0,admin.,telephone,122.0,0
60.0,blue-collar,telephone,301.0,0
38.0,blue-collar,telephone,158.0,0
37.0,technician,cellular,277.0,1
55.0,services,cellular,33.0,0
34.0,technician,telephone,288.0,0
30.0,entrepreneur,cellular,192.0,0
57.0,retired,telephone,12.0,0
45.0,entrepreneur,telephone,515.0,1
57.0,self-employed,telephone,162.0,0
51.0,entrepreneur,cellular,89.0,0
32.0,blue-collar,cellular,260.0,0
39.0,management,cellular,82.0,0
46.0,admin.,telephone,344.0,0
33.0,admin.,cellular,107.0,0
42.0,blue-collar,cellular,191.0,0
43.0,blue-collar,cellular,75.0,0
40.0,blue-collar,cellular,893.0,1
36.0,unemployed,telephone,363.0,0
25.0,blue-collar,cellular,1127.0,1
34.0,self-employed,telephone,139.0,0
26.0,blue-collar,cellular,99.0,0
32.0,entrepreneur,telephone,249.0,0
30.0,entrepreneur,telephone,410.0,0
26.0,services,telephone,205.0,0
59.0,retired,cellular,89.0,0
33.0,unemployed,cellular,1008.0,1
36.0,blue-collar,cellular,111.0,0
46.0,blue-collar,telephone,131.0,0
31.0,blue-collar,cellular,111.0,0
36.0,services,cellular,719.0,0
48.0,management,telephone,293.0,0
33.0,management,cellular,364.0,0
45.0,blue-collar,cellular,367.0,1
37.0,blue-collar,telephone,97.0,0
54.0,management,telephone,398.0,0
55.0,technician,telephone,166.0,0
40.0,blue-collar,cellular,41.0,0
36.0,blue-collar,telephone,713.0,0
33.0,services,cellular,230.0,0
50.0,unknown,telephone,185.0,0
41.0,technician,telephone,358.0,0
37.0,services,telephone,228.0,0
53.0,blue-collar,cellular,182.0,0
41.0,admin.,telephone,75.0,0
37.0,admin.,cellular,283.0,0
28.0,technician,cellular,77.0,0
33.0,technician,cellular,80.0,0
32.0,technician,cellular,430.0,1
37.0,technician,cellular,37.0,0
71.0,retired,cellular,1112.0,0
30.0,admin.,cellular,206.0,0
41.0,services,cellular,140.0,0
42.0,admin.,telephone,477.0,0
34.0,management,cellular,281.0,0
33.0,services,telephone,577.0,0
42.0,housemaid,cellular,123.0,0
30.0,admin.,telephone,100.0,0
42.0,blue-collar,cellular,272.0,0
27.0,admin.,telephone,287.0,0
61.0,admin.,cellular,1076.0,1
57.0,blue-collar,telephone,45.0,0
31.0,services,telephone,297.0,0
59.0,blue-collar,telephone,127.0,0
23.0,student,cellular,380.0,1
51.0,admin.,cellular,151.0,0
58.0,blue-collar,cellular,205.0,0
40.0,blue-collar,cellular,163.0,0
34.0,management,telephone,208.0,0
36.0,technician,telephone,237.0,0
49.0,services,cellular,309.0,1
39.0,admin.,cellular,131.0,0
42.0,self-employed,telephone,1002.0,0
30.0,technician,cellular,292.0,0
57.0,retired,cellular,69.0,0
57.0,blue-collar,cellular,698.0,0
57.0,retired,cellular,388.0,1
72.0,retired,cellular,60.0,0
29.0,blue-collar,cellular,128.0,0
41.0,admin.,telephone,289.0,0
35.0,admin.,cellular,820.0,1
52.0,admin.,cellular,80.0,0
24.0,management,telephone,921.0,0
40.0,admin.,telephone,214.0,0
56.0,retired,cellular,115.0,0
36.0,management,cellular,150.0,0
45.0,blue-collar,telephone,924.0,1
41.0,services,cellular,217.0,0
46.0,self-employed,cellular,354.0,0
27.0,admin.,cellular,167.0,1
25.0,services,cellular,170.0,0
27.0,admin.,cellular,523.0,1
45.0,management,telephone,105.0,0
45.0,services,cellular,71.0,0
45.0,admin.,telephone,165.0,0
36.0,blue-collar,cellular,184.0,0
57.0,admin.,cellular,564.0,0
24.0,admin.,cellular,303.0,1
33.0,self-employed,telephone,168.0,0
41.0,unknown,cellular,230.0,0
35.0,entrepreneur,cellular,291.0,0
40.0,admin.,telephone,160.0,0
34.0,blue-collar,telephone,159.0,0
49.0,technician,telephone,219.0,0
38.0,admin.,telephone,145.0,0
33.0,blue-collar,cellular,106.0,0
45.0,blue-collar,telephone,154.0,0
26.0,blue-collar,cellular,45.0,0
35.0,self-employed,cellular,269.0,1
30.0,technician,cellular,242.0,0
33.0,blue-collar,cellular,218.0,0
31.0,admin.,cellular,427.0,0
31.0,technician,cellular,17.0,0
57.0,retired,cellular,349.0,0
34.0,blue-collar,telephone,92.0,0
34.0,technician,telephone,148.0,0
30.0,blue-collar,cellular,677.0,1
27.0,services,cellular,201.0,0
53.0,admin.,cellular,2486.0,1
28.0,services,telephone,103.0,0
34.0,admin.,cellular,85.0,0
49.0,admin.,cellular,160.0,0
31.0,blue-collar,telephone,364.0,0
25.0,blue-collar,telephone,741.0,1
30.0,self-employed,telephone,957.0,0
54.0,housemaid,cellular,53.0,0
22.0,blue-collar,cellular,79.0,0
24.0,admin.,cellular,130.0,0
52.0,management,cellular,206.0,0
32.0,technician,cellular,125.0,0
35.0,blue-collar,telephone,224.0,0
38.0,technician,cellular,277.0,0
27.0,technician,cellular,234.0,0
28.0,entrepreneur,telephone,152.0,0
44.0,management,cellular,195.0,0
39.0,services,telephone,77.0,0
44.0,admin.,cellular,254.0,1
37.0,blue-collar,cellular,136.0,0
41.0,management,cellular,1044.0,0
48.0,services,cellular,133.0,0
24.0,admin.,telephone,376.0,0
55.0,blue-collar,cellular,21.0,0
37.0,admin.,cellular,69.0,0
26.0,blue-collar,cellular,114.0,0
47.0,technician,telephone,271.0,0
47.0,admin.,cellular,164.0,0
29.0,blue-collar,cellular,350.0,0
45.0,housemaid,telephone,166.0,0
60.0,admin.,telephone,253.0,0
29.0,technician,telephone,252.0,0
50.0,housemaid,cellular,16.0,0
39.0,blue-collar,telephone,651.0,1
35.0,technician,cellular,401.0,0
39.0,services,cellular,308.0,1
27.0,student,telephone,125.0,0
48.0,blue-collar,cellular,127.0,0
31.0,blue-collar,cellular,230.0,0
29.0,admin.,cellular,120.0,0
40.0,services,telephone,20.0,0
32.0,admin.,cellular,192.0,0
31.0,unemployed,cellular,45.0,0
30.0,admin.,telephone,196.0,0
37.0,blue-collar,telephone,211.0,0
33.0,blue-collar,telephone,788.0,1
31.0,blue-collar,cellular,467.0,0
32.0,unknown,telephone,73.0,0
50.0,entrepreneur,cellular,293.0,0
31.0,management,telephone,296.0,0
43.0,technician,telephone,246.0,0
50.0,technician,cellular,402.0,0
83.0,retired,cellular,268.0,1
52.0,admin.,telephone,403.0,1
58.0,blue-collar,telephone,277.0,0
51.0,blue-collar,telephone,1187.0,0
26.0,admin.,cellular,455.0,0
46.0,blue-collar,telephone,746.0,0
37.0,technician,cellular,63.0,0
39.0,admin.,cellular,156.0,0
33.0,admin.,cellular,249.0,0
30.0,admin.,cellular,37.0,0
26.0,blue-collar,cellular,54.0,0
41.0,technician,telephone,102.0,0
31.0,admin.,telephone,223.0,0
53.0,unknown,telephone,258.0,0
32.0,blue-collar,cellular,329.0,1
21.0,student,cellular,363.0,1
34.0,admin.,telephone,188.0,0
32.0,services,telephone,628.0,1
48.0,blue-collar,cellular,90.0,0
31.0,blue-collar,cellular,100.0,0
38.0,services,cellular,417.0,0
37.0,blue-collar,telephone,263.0,0
27.0,technician,cellular,305.0,1
43.0,blue-collar,cellular,1297.0,0
38.0,technician,cellular,428.0,0
53.0,blue-collar,telephone,27.0,0
35.0,management,cellular,201.0,0
49.0,blue-collar,cellular,157.0,0
31.0,admin.,cellular,101.0,0
36.0,technician,telephone,180.0,0
35.0,services,telephone,176.0,0
29.0,admin.,cellular,230.0,0
55.0,admin.,cellular,67.0,0
53.0,management,cellular,280.0,0
59.0,retired,cellular,117.0,0
24.0,student,cellular,298.0,0
43.0,management,telephone,310.0,0
32.0,admin.,telephone,52.0,0
31.0,technician,cellular,84.0,0
31.0,technician,telephone,847.0,1
42.0,unemployed,telephone,76.0,0
46.0,self-employed,cellular,267.0,1
25.0,admin.,telephone,20.0,0
56.0,entrepreneur,cellular,196.0,0
47.0,entrepreneur,telephone,244.0,0
37.0,self-employed,telephone,140.0,0
52.0,blue-collar,cellular,1250.0,1
29.0,blue-collar,cellular,658.0,1
52.0,blue-collar,cellular,432.0,0
34.0,entrepreneur,cellular,788.0,1
51.0,unemployed,telephone,912.0,0
28.0,blue-collar,cellular,528.0,0
37.0,blue-collar,cellular,100.0,0
35.0,admin.,telephone,424.0,0
40.0,blue-collar,cellular,192.0,0
38.0,admin.,cellular,128.0,0
50.0,unknown,cellular,511.0,0
68.0,retired,cellular,420.0,1
49.0,blue-collar,telephone,282.0,0
37.0,entrepreneur,cellular,255.0,0
53.0,admin.,cellular,181.0,0
50.0,blue-collar,cellular,141.0,0
36.0,admin.,telephone,80.0,0
37.0,management,cellular,292.0,1
29.0,admin.,cellular,69.0,0
55.0,admin.,cellular,82.0,0
32.0,services,cellular,282.0,0
43.0,admin.,telephone,161.0,0
42.0,technician,telephone,4.0,0
58.0,technician,telephone,80.0,0
35.0,blue-collar,telephone,19.0,0
43.0,services,cellular,178.0,0
55.0,services,cellular,31.0,0
38.0,blue-collar,telephone,236.0,0
30.0,technician,telephone,265.0,0
26.0,admin.,cellular,410.0,0
57.0,services,cellular,56.0,0
32.0,blue-collar,telephone,194.0,0
35.0,services,cellular,107.0,0
27.0,services,cellular,752.0,0
27.0,admin.,cellular,10.0,0
51.0,technician,cellular,166.0,0
44.0,admin.,telephone,39.0,0
53.0,housemaid,telephone,53.0,0
28.0,services,telephone,178.0,0
37.0,unemployed,cellular,318.0,0
33.0,admin.,cellular,125.0,0
30.0,services,telephone,274.0,0
35.0,student,cellular,103.0,0
40.0,blue-collar,cellular,274.0,0
52.0,retired,cellular,154.0,0
31.0,unemployed,cellular,70.0,0
35.0,services,cellular,516.0,0
42.0,housemaid,telephone,500.0,1
37.0,admin.,telephone,1009.0,1
40.0,admin.,cellular,562.0,0
52.0,technician,cellular,72.0,0
57.0,retired,telephone,249.0,0
41.0,admin.,cellular,76.0,0
21.0,student,cellular,259.0,0
45.0,admin.,telephone,233.0,0
40.0,blue-collar,telephone,85.0,0
33.0,management,telephone,282.0,0
29.0,admin.,cellular,716.0,1
66.0,technician,cellular,83.0,1
30.0,admin.,cellular,194.0,0
56.0,retired,cellular,270.0,0
26.0,student,cellular,155.0,1
37.0,services,telephone,125.0,0
34.0,admin.,telephone,191.0,0
35.0,admin.,cellular,156.0,0
42.0,services,telephone,220.0,0
35.0,blue-collar,cellular,248.0,0
30.0,technician,telephone,145.0,0
35.0,blue-collar,cellular,53.0,0
32.0,technician,cellular,295.0,0
34.0,blue-collar,telephone,80.0,0
33.0,technician,cellular,155.0,0
49.0,technician,cellular,259.0,0
32.0,blue-collar,cellular,141.0,0
32.0,blue-collar,cellular,119.0,0
33.0,management,cellular,400.0,0
44.0,admin.,cellular,102.0,0
34.0,technician,cellular,104.0,0
53.0,technician,cellular,320.0,0
42.0,blue-collar,telephone,82.0,0
33.0,admin.,cellular,122.0,0
36.0,admin.,cellular,120.0,0
26.0,technician,cellular,377.0,0
31.0,blue-collar,cellular,158.0,0
41.0,unemployed,telephone,33.0,0
36.0,technician,cellular,42.0,0
52.0,admin.,cellular,73.0,0
45.0,services,telephone,268.0,0
35.0,technician,cellular,219.0,0
54.0,technician,telephone,155.0,0
42.0,blue-collar,telephone,1297.0,1
41.0,admin.,cellular,1175.0,0
58.0,admin.,telephone,120.0,0
54.0,services,cellular,36.0,0
49.0,management,telephone,27.0,0
30.0,admin.,cellular,180.0,0
66.0,retired,telephone,1127.0,1
52.0,entrepreneur,telephone,541.0,0
30.0,blue-collar,telephone,542.0,0
46.0,admin.,telephone,70.0,0
55.0,unknown,cellular,164.0,1
47.0,technician,telephone,114.0,0
42.0,self-employed,cellular,50.0,0
33.0,management,telephone,568.0,1
27.0,admin.,cellular,138.0,1
44.0,admin.,cellular,222.0,0
60.0,admin.,cellular,604.0,1
34.0,blue-collar,cellular,104.0,0
53.0,blue-collar,cellular,165.0,0
31.0,technician,cellular,479.0,1
31.0,admin.,cellular,258.0,0
24.0,blue-collar,cellular,349.0,1
33.0,management,cellular,212.0,0
46.0,admin.,telephone,375.0,0
34.0,technician,telephone,321.0,0
31.0,unemployed,cellular,180.0,1
43.0,technician,telephone,265.0,0
40.0,technician,cellular,49.0,0
25.0,technician,cellular,68.0,0
42.0,retired,telephone,42.0,0
35.0,admin.,cellular,274.0,0
31.0,entrepreneur,telephone,22.0,0
29.0,services,cellular,109.0,0
55.0,blue-collar,telephone,97.0,0
33.0,technician,telephone,76.0,0
52.0,technician,telephone,249.0,0
40.0,blue-collar,telephone,116.0,0
53.0,blue-collar,cellular,251.0,0
39.0,admin.,cellular,119.0,0
57.0,blue-collar,cellular,432.0,0
37.0,technician,telephone,164.0,0
45.0,blue-collar,cellular,269.0,0
57.0,retired,cellular,496.0,0
35.0,technician,telephone,282.0,0
37.0,admin.,cellular,316.0,0
26.0,admin.,cellular,263.0,0
54.0,admin.,cellular,13.0,0
39.0,admin.,telephone,514.0,0
35.0,admin.,cellular,20.0,0
32.0,management,cellular,59.0,0
42.0,blue-collar,telephone,22.0,0
38.0,admin.,cellular,470.0,1
57.0,retired,telephone,107.0,0
57.0,retired,telephone,42.0,0
37.0,housemaid,cellular,126.0,0
37.0,admin.,cellular,121.0,0
